transaction_id,region,product_category,quantity,unit_price,discount_percent,transaction_date
TXN-10292,North,Apparel,4,139.20,9,2025-04-24
TXN-10293,East,Books,19,83.40,7,2025-03-29
TXN-10294,West,Home & Kitchen,13,96.44,0,2025-04-15
TXN-10295,West,Apparel,13,192.79,4,2025-04-04
TXN-10296,South,Apparel,16,293.69,9,2025-05-04
TXN-10297,North,Groceries,3,62.74,11,2025-04-23
TXN-10298,East,Groceries,16,322.65,24,2025-03-18
TXN-10299,South,Home & Kitchen,5,280.42,25,2025-03-19
TXN-10300,South,Apparel,4,61.74,14,2025-03-25
TXN-10301,East,Apparel,3,242.81,22,2025-04-15
TXN-10302,East,Books,14,83.79,5,2025-04-09
TXN-10303,West,Apparel,15,373.71,3,2025-04-24
TXN-10304,North,Apparel,15,429.31,3,2025-04-21
TXN-10305,East,Fitness,12,24.78,6,2025-05-05
TXN-10306,North,Groceries,13,385.28,12,2025-04-27
TXN-10307,North,Home & Kitchen,6,425.46,22,2025-05-29
TXN-10308,West,Home & Kitchen,19,296.92,5,2025-03-10
TXN-10309,North,Fitness,19,212.94,5,2025-04-15
TXN-10310,South,Electronics,5,430.62,12,2025-05-24
TXN-10311,East,Home & Kitchen,5,450.31,30,2025-04-06
TXN-10312,North,Books,5,83.29,18,2025-05-22
TXN-10313,West,Electronics,11,90.88,12,2025-03-25
TXN-10314,North,Electronics,9,220.09,24,2025-05-25
TXN-10315,South,Books,4,108.56,16,2025-03-08
TXN-10316,West,Home & Kitchen,4,221.11,30,2099-12-31
TXN-10317,West,Home & Kitchen,20,326.80,17,2025-05-18
TXN-10318,South,Apparel,12,397.94,29,2025-03-08
TXN-10319,West,Electronics,17,180.42,12,2025-03-22
TXN-10320,West,Groceries,17,385.64,29,2025-05-24
TXN-10321,East,Fitness,18,100.34,20,2025-04-21
TXN-10322,South,Apparel,18,315.14,26,2025-04-16
TXN-10323,West,Fitness,8,155.21,0,2025-05-15
TXN-10324,West,Apparel,13,203.17,28,2025-04-21
TXN-10325,West,Electronics,14,492.31,6,2025-05-10
TXN-10326,West,Fitness,10,186.65,2,2025-05-13
TXN-10327,North,Groceries,14,388.34,28,2025-04-07
TXN-10328,East,Electronics,17,429.12,24,2025-05-07
TXN-10329,East,Groceries,1,218.21,23,2025-04-06
TXN-10330,South,Groceries,13,257.66,28,2025-04-12
TXN-10331,West,Electronics,19,13.28,8,2025-05-02
TXN-10332,East,Home & Kitchen,8,122.84,5,2025-05-17
TXN-10333,East,Books,9,415.92,27,2025-04-24
TXN-10334,South,Fitness,3,7.74,22,2025-03-06
TXN-10335,East,Apparel,4,431.29,10,2025-04-03
TXN-10336,North,Groceries,20,225.31,8,2025-05-15
TXN-10337,South,Books,18,164.34,4,2025-04-04
TXN-10338,South,Groceries,18,466.00,7,2025-03-21
TXN-10339,East,Electronics,12,384.56,3,2025-03-06
TXN-10340,East,Electronics,7,14.74,7,2025-05-27
TXN-10341,East,Home & Kitchen,14,455.05,22,2025-05-17
TXN-10342,West,Apparel,17,49.65,18,2025-04-11
TXN-10343,West,Home & Kitchen,11,345.65,22,2025-03-26
TXN-10344,East,Apparel,16,77.74,20,2025-05-21
TXN-10345,South,Groceries,3,210.26,3,2025-03-14
TXN-10346,West,Home & Kitchen,18,485.12,9,2025-05-19
TXN-10347,East,Books,8,176.49,14,2025-04-17
TXN-10348,East,Apparel,2,57.53,2,2025-03-14
TXN-10349,West,Home & Kitchen,2,287.22,3,2025-03-19
TXN-10350,North,Electronics,10,251.43,11,2025-05-10
TXN-10351,East,Electronics,3,52.13,2,2025-05-02
TXN-10352,West,Fitness,18,410.52,24,2025-04-09
TXN-10353,South,Books,17,259.63,2,2025-05-18
TXN-10354,East,Apparel,4,232.08,3,2025-04-24
TXN-10355,South,Groceries,15,102.36,30,2025-03-27
TXN-10356,North,Home & Kitchen,13,102.95,27,2025-05-26
TXN-10357,North,Books,8,369.24,16,2099-12-31
TXN-10358,West,Fitness,19,197.32,23,2025-05-18
TXN-10359,North,Fitness,20,187.07,1,2025-05-06
TXN-10360,West,Home & Kitchen,19,438.09,18,2025-04-04
TXN-10361,East,Fitness,8,125.04,13,2025-04-15
TXN-10362,North,Groceries,13,97.08,25,2025-03-15
TXN-10363,East,Groceries,12,191.95,22,2025-04-06
TXN-10364,North,Fitness,19,335.92,21,2025-04-25
TXN-10365,South,Books,2,315.22,15,2025-03-06
TXN-10366,West,Fitness,16,502.56,7,2025-05-19
TXN-10367,West,Apparel,5,490.98,3,2025-03-22
TXN-10368,North,Apparel,11,304.69,10,2025-04-19
TXN-10369,East,Apparel,3,61.00,5,2025-03-25
TXN-10370,North,Fitness,14,59.29,5,2025-05-03
TXN-10371,West,Apparel,2,116.04,22,2025-04-05
TXN-10372,West,Home & Kitchen,2,161.23,11,2025-05-11
TXN-10373,North,Books,19,252.49,5,2025-05-29
TXN-10374,South,Home & Kitchen,16,280.08,24,2025-03-14
TXN-10375,South,Books,11,284.81,27,2025-05-22
TXN-10376,North,Electronics,15,99.83,0,2025-03-17
TXN-10377,West,Electronics,5,465.16,5,2025-04-29
TXN-10378,East,Apparel,3,130.44,18,2025-05-16
TXN-10379,North,Fitness,20,INVALID_PRICE,0,2025-03-10
TXN-10380,West,Fitness,5,490.59,8,2025-05-14
TXN-10381,East,Electronics,1,250.56,29,2025-05-04
TXN-10382,East,Books,6,146.04,27,2025-03-18
TXN-10383,East,Apparel,14,26.54,9,2025-05-29
TXN-10384,South,Books,4,91.59,2,2025-03-30
TXN-10385,South,Home & Kitchen,14,176.59,26,2025-04-19
TXN-10386,West,Groceries,4,289.30,22,2025-04-28
TXN-10387,East,Apparel,9,350.82,12,2025-03-23
TXN-10388,South,Fitness,20,498.55,11,2025-05-09
TXN-10389,West,Apparel,14,247.91,12,2025-03-16
TXN-10390,South,Books,12,27.68,24,2025-04-16
TXN-10391,South,Fitness,11,115.92,5,2025-05-21
TXN-10392,East,Home & Kitchen,17,100.77,15,2025-03-09
TXN-10393,North,Electronics,5,342.90,12,2025-05-04
TXN-10394,East,Electronics,18,429.82,21,2025-03-19
TXN-10395,West,Groceries,18,143.04,24,2025-05-02
TXN-10396,South,Books,5,443.88,5,2025-05-10
TXN-10397,North,Electronics,4,141.83,27,2025-04-27
TXN-10398,East,Apparel,16,415.77,23,2025-04-20
TXN-10399,West,Apparel,3,417.04,28,2025-04-04
TXN-10400,East,Books,3,194.29,0,2025-05-16
TXN-10401,North,Electronics,10,95.01,18,2025-04-19
TXN-10402,North,Groceries,15,327.32,18,2025-03-10
TXN-10403,North,Home & Kitchen,19,103.06,30,2025-04-13
TXN-10404,South,Books,15,347.97,19,2099-12-31
TXN-10405,South,Home & Kitchen,13,130.12,1,2025-04-09
TXN-10406,South,Home & Kitchen,16,181.60,26,2025-05-02
TXN-10407,South,Apparel,19,462.52,9,2025-05-13
TXN-10408,West,Home & Kitchen,6,435.27,23,2025-04-25
TXN-10409,East,Books,20,119.90,3,2025-04-09
TXN-10410,North,Home & Kitchen,4,304.61,12,2025-03-25
TXN-10411,South,Fitness,8,57.37,26,2025-03-16
TXN-10412,North,Fitness,5,108.95,0,2025-03-22
TXN-10413,North,Apparel,19,495.89,18,2025-05-08
TXN-10414,North,Electronics,13,101.92,18,2025-05-02
TXN-10415,South,Groceries,18,413.49,29,2025-05-13
TXN-10416,East,Groceries,2,29.43,1,2025-04-13
TXN-10417,North,Fitness,12,119.56,8,2025-03-20
TXN-10418,West,Home & Kitchen,3,78.36,9,2025-03-06
TXN-10419,East,Home & Kitchen,3,426.82,28,2025-03-04
TXN-10420,East,Apparel,5,145.67,12,2025-05-01
TXN-10421,East,Groceries,4,70.64,21,2025-05-02
TXN-10422,North,Apparel,12,231.54,3,2025-04-08
TXN-10423,North,Home & Kitchen,12,30.56,1,2025-03-06
TXN-10424,North,Groceries,5,408.09,8,2025-03-21
TXN-10425,East,Fitness,20,442.84,21,2025-04-11
TXN-10426,North,Fitness,4,34.90,27,2025-05-19
TXN-10427,South,Home & Kitchen,3,422.83,13,2025-04-18
TXN-10428,West,Home & Kitchen,17,117.21,26,2025-04-11
TXN-10429,North,Books,10,269.82,19,2025-04-09
TXN-10430,North,Home & Kitchen,20,148.59,28,2025-05-06
TXN-10431,East,Groceries,19,427.38,13,2025-04-19
TXN-10432,West,Home & Kitchen,3,498.28,2,2025-05-23
TXN-10433,East,Fitness,13,168.13,1,2025-05-10
TXN-10434,North,Books,15,15.55,18,2025-03-23
TXN-10435,North,Groceries,18,201.80,6,2025-05-15
TXN-10436,North,Apparel,17,89.66,24,2025-05-28
TXN-10437,North,Home & Kitchen,18,129.95,14,2025-05-10
TXN-10438,North,Books,15,289.92,2,2025-03-24
TXN-10439,South,Home & Kitchen,13,81.60,7,2025-05-19
TXN-10440,East,Apparel,10,370.16,14,2025-04-08
TXN-10441,East,Apparel,19,421.71,3,2025-04-07
TXN-10442,East,Home & Kitchen,13,382.28,1,2025-03-17
TXN-10443,West,Home & Kitchen,18,365.72,6,2025-05-09
TXN-10444,North,Fitness,5,211.47,16,2025-05-10
TXN-10445,East,Apparel,6,416.51,24,2025-04-14
TXN-10446,North,Electronics,20,154.61,5,2025-05-09
TXN-10447,East,Home & Kitchen,16,166.89,21,2025-05-11
TXN-10448,North,Electronics,3,237.05,2,2025-05-12
TXN-10449,East,Fitness,8,218.36,8,2025-03-17
TXN-10450,West,Electronics,4,207.41,5,2025-03-17
TXN-10451,East,Books,18,164.71,26,2025-04-29
TXN-10452,North,Apparel,4,165.55,1,2025-05-03
TXN-10453,East,Fitness,7,229.36,0,2025-05-25
TXN-10454,West,Fitness,13,416.68,16,2025-03-25
TXN-10455,West,Home & Kitchen,2,6.52,26,2025-05-26
TXN-10456,East,Fitness,8,111.19,9,2025-03-24
TXN-10457,West,Groceries,16,175.61,11,2025-03-04
TXN-10458,East,Apparel,9,227.50,7,2025-03-19
TXN-10459,East,Home & Kitchen,8,396.90,11,2025-05-16
TXN-10460,East,Apparel,8,318.60,2,2025-04-04
TXN-10461,West,Apparel,8,478.37,25,2025-05-31
TXN-10462,North,Books,5,394.17,12,2025-05-10
TXN-10463,North,Apparel,3,487.83,3,2025-03-06
TXN-10057,West,Books,20,105.81,28,2025-03-10
TXN-10465,West,Fitness,13,INVALID_PRICE,5,2025-05-09
TXN-10466,North,Home & Kitchen,12,63.32,4,2025-05-09
TXN-10467,South,Fitness,6,422.64,27,2025-05-29
TXN-10468,West,Apparel,6,190.22,20,2025-03-26
TXN-10469,North,Home & Kitchen,10,329.26,0,2025-03-12
TXN-10470,East,Groceries,6,327.64,1,2025-04-20
TXN-10471,East,Electronics,20,433.39,12,2025-04-28
TXN-10472,South,Fitness,2,207.48,21,2025-04-22
