transaction_id,region,product_category,quantity,unit_price,discount_percent,transaction_date
TXN-10073,North,Electronics,7,492.74,2,2025-04-26
TXN-10074,South,Books,15,299.05,16,2025-03-18
TXN-10075,South,Home & Kitchen,8,268.25,15,2025-04-23
TXN-10076,East,Fitness,3,145.20,11,2025-04-24
TXN-10077,West,Books,2,144.80,3,2025-05-08
TXN-10078,West,Apparel,3,341.37,12,2025-05-21
TXN-10079,West,Fitness,19,394.80,28,2025-05-09
TXN-10080,West,Groceries,4,235.62,26,2025-04-13
TXN-10081,South,Home & Kitchen,5,413.92,14,2025-04-30
TXN-10082,East,Books,12,331.99,7,2025-05-19
TXN-10083,South,Books,5,289.05,6,2025-03-27
TXN-10084,North,Books,7,503.66,15,2025-04-20
TXN-10085,East,Home & Kitchen,9,253.53,10,2025-04-14
TXN-10086,East,Groceries,20,102.66,14,2025-05-14
TXN-10087,West,Books,11,14.67,25,2025-05-05
TXN-10088,East,Apparel,6,437.69,16,2025-04-02
TXN-10089,South,Fitness,3,191.77,28,2025-03-06
TXN-10090,South,Books,8,281.40,8,2025-04-11
TXN-10091,West,Fitness,10,456.68,22,2025-03-25
TXN-10092,South,Fitness,19,272.23,13,2025-05-24
TXN-10093,North,Fitness,5,7.83,27,2025-04-10
TXN-10094,West,Fitness,17,316.38,0,2099-12-31
TXN-10095,North,Apparel,7,83.04,13,2025-04-06
TXN-10096,North,Home & Kitchen,19,61.58,14,2099-12-31
TXN-10097,East,Fitness,15,428.80,26,2025-05-28
TXN-10098,East,Home & Kitchen,13,44.36,26,2099-12-31
TXN-10099,North,Books,7,275.01,18,2025-05-08
TXN-10100,West,Electronics,18,166.00,24,2025-03-16
TXN-10101,North,Books,19,27.06,7,2025-04-28
TXN-10102,West,Electronics,20,179.62,21,2025-05-02
TXN-10024,North,Fitness,14,504.99,11,2025-03-23
TXN-10104,South,Apparel,7,23.76,22,2025-05-06
TXN-10105,West,Electronics,17,20.22,29,2025-04-03
TXN-10106,East,Home & Kitchen,9,218.70,10,2025-05-17
TXN-10107,West,Groceries,13,51.33,17,2025-05-23
TXN-10108,South,Groceries,18,92.84,16,2025-05-26
TXN-10109,West,Apparel,10,265.06,20,2025-04-01
TXN-10110,West,Home & Kitchen,8,264.43,7,2025-05-22
TXN-10111,South,Electronics,1,46.52,1,2025-05-14
TXN-10112,South,Apparel,19,232.74,23,2025-03-20
TXN-10113,West,Apparel,13,393.57,18,2025-04-11
TXN-10114,South,Home & Kitchen,11,335.42,0,2025-05-18
TXN-10115,South,Groceries,9,478.12,11,2025-03-30
TXN-10116,East,Fitness,2,225.49,7,2025-03-14
TXN-10117,South,Fitness,18,478.18,10,2025-03-16
TXN-10118,South,Books,16,496.32,25,2025-03-23
TXN-10119,West,Books,4,157.22,16,2025-03-31
TXN-10120,South,Apparel,13,381.56,0,2025-03-05
TXN-10101,North,Apparel,9,5.54,1,2025-03-26
TXN-10122,North,Apparel,4,184.48,8,2025-03-23
TXN-10123,East,Groceries,8,330.74,5,2025-04-05
TXN-10124,East,Electronics,15,474.92,12,2025-03-08
TXN-10125,South,Books,14,238.77,1,2025-03-21
TXN-10126,South,Apparel,15,186.78,12,2025-04-20
TXN-10127,North,Fitness,6,26.44,16,2025-04-04
TXN-10128,West,Fitness,10,434.82,23,2025-03-04
TXN-10129,East,Electronics,4,220.26,29,2025-04-05
TXN-10130,South,Books,5,186.44,10,2025-03-17
TXN-10131,South,Apparel,11,392.31,0,2025-03-27
TXN-10132,West,Home & Kitchen,10,123.29,4,2025-05-12
TXN-10133,North,Fitness,3,342.58,12,2025-05-13
TXN-10134,North,Groceries,18,349.76,11,2025-03-07
TXN-10135,South,Apparel,18,174.21,1,2025-05-13
TXN-10136,West,Apparel,13,129.41,14,2025-04-28
TXN-10137,North,Groceries,10,268.94,5,2025-04-06
TXN-10138,South,Fitness,1,235.53,9,2025-03-06
TXN-10139,East,Books,20,120.00,19,2025-05-16
TXN-10140,North,Groceries,14,257.61,24,2025-05-11
TXN-10141,North,Home & Kitchen,13,281.82,18,2025-03-29
TXN-10142,West,Fitness,16,32.49,9,2025-03-13
TXN-10143,South,Apparel,15,179.64,16,2025-05-17
TXN-10144,East,Electronics,3,361.03,18,2025-03-20
TXN-10145,South,Groceries,11,73.66,2,2025-04-24
TXN-10146,West,Home & Kitchen,20,403.00,2,2025-04-16
TXN-10147,West,Home & Kitchen,19,14.53,3,2025-03-27
TXN-10148,East,Home & Kitchen,20,308.72,21,2025-03-25
TXN-10149,East,Electronics,3,109.05,13,2025-05-28
TXN-10150,South,Groceries,6,310.67,22,2025-03-30
TXN-10022,East,Home & Kitchen,7,439.27,13,2025-04-07
TXN-10152,North,Apparel,3,157.96,12,2025-05-30
TXN-10153,East,Books,9,228.93,19,2025-04-14
TXN-10154,West,Home & Kitchen,5,373.39,2,2025-03-15
TXN-10155,North,Apparel,9,379.46,9,2025-03-15
TXN-10156,North,Home & Kitchen,16,337.53,3,2025-04-24
TXN-10157,North,Books,20,41.54,1,2025-03-17
TXN-10158,East,Apparel,9,449.69,28,2025-05-17
TXN-10159,North,Fitness,8,86.26,1,2025-05-19
TXN-10160,North,Home & Kitchen,17,98.48,25,2025-04-11
TXN-10161,South,Groceries,20,194.36,7,2025-04-22
TXN-10162,North,Groceries,10,196.45,1,2025-03-05
TXN-10163,North,Books,4,316.96,2,2025-03-15
TXN-10164,North,Apparel,19,393.46,5,2025-03-14
TXN-10165,West,Fitness,12,210.67,1,2025-04-11
TXN-10166,North,Fitness,20,242.33,25,2025-04-09
TXN-10167,South,Home & Kitchen,10,331.02,26,2025-04-13
TXN-10168,North,Books,5,402.36,26,2025-03-13
TXN-10169,West,Fitness,7,362.31,15,2025-03-31
TXN-10170,South,Groceries,3,131.64,28,2025-04-17
TXN-10171,West,Home & Kitchen,19,31.91,25,2025-05-22
TXN-10172,West,Electronics,3,303.58,25,2025-05-07
TXN-10173,West,Electronics,8,105.92,9,2025-03-31
TXN-10174,West,Groceries,6,300.22,20,2025-03-09
TXN-10175,South,Books,4,135.15,17,2025-05-17
TXN-10176,South,Groceries,3,361.69,0,2025-04-19
TXN-10177,South,Electronics,8,433.90,4,2025-03-21
TXN-10178,South,Home & Kitchen,3,444.84,5,2025-05-03
TXN-10179,North,Fitness,7,168.44,12,2025-05-09
TXN-10180,South,Fitness,7,335.08,28,2025-03-27
TXN-10181,South,Books,13,476.23,17,2025-03-30
TXN-10182,West,Groceries,6,117.57,10,2025-04-14
TXN-10183,East,Electronics,8,442.42,21,2025-04-28
TXN-10184,South,Apparel,3,162.48,17,2025-04-04
TXN-10185,North,Fitness,1,54.19,2,2025-04-24
TXN-10186,North,Books,5,67.93,5,2025-04-22
TXN-10187,East,Apparel,2,287.59,17,2025-04-15
TXN-10188,South,Apparel,16,336.23,26,2025-03-29
TXN-10189,East,Fitness,1,326.88,0,2025-03-28
TXN-10190,East,Home & Kitchen,20,499.48,11,2025-04-10
TXN-10191,East,Home & Kitchen,16,93.48,2,2025-05-14
TXN-10192,East,Home & Kitchen,1,216.02,24,2025-04-12
TXN-10193,South,Groceries,8,60.35,15,2025-04-12
TXN-10194,East,Apparel,13,236.74,18,2025-04-28
TXN-10195,North,Electronics,7,143.88,22,2025-05-09
TXN-10196,East,Apparel,18,250.98,22,2025-03-22
TXN-10197,East,Fitness,14,200.71,11,2025-04-25
TXN-10198,North,Home & Kitchen,9,298.69,24,2025-05-02
TXN-10199,East,Electronics,5,443.22,26,2025-04-11
TXN-10200,North,Fitness,2,38.16,17,2025-05-08
TXN-10201,South,Books,11,476.75,9,2025-03-04
TXN-10202,South,Groceries,3,250.83,14,2025-04-14
TXN-10203,East,Home & Kitchen,12,147.49,7,2025-03-17
TXN-10204,South,Apparel,20,504.30,27,2025-03-11
TXN-10205,South,Fitness,8,131.35,18,2025-05-08
TXN-10206,North,Groceries,7,452.27,12,2025-04-05
TXN-10207,West,Fitness,15,110.32,19,2025-03-26
TXN-10208,East,Fitness,18,61.62,5,2025-04-21
TXN-10209,East,Books,16,493.87,21,2025-05-12
TXN-10210,South,Electronics,12,229.82,25,2025-03-30
TXN-10211,South,Groceries,20,120.11,21,2025-04-25
TXN-10212,West,Fitness,16,474.52,6,2025-05-15
TXN-10213,North,Books,17,475.13,2,2025-04-17
TXN-10214,East,Electronics,7,325.89,8,2025-05-19
TXN-10215,North,Books,19,307.26,8,2025-03-17
TXN-10216,West,Electronics,6,15.60,3,2025-03-21
TXN-10217,East,Fitness,11,127.12,3,2025-03-31
TXN-10218,East,Home & Kitchen,7,198.95,27,2025-04-09
TXN-10219,North,Electronics,14,81.42,1,2025-04-15
TXN-10220,North,Books,5,356.72,21,2025-03-05
TXN-10221,South,Books,12,358.82,19,2025-03-11
TXN-10222,East,Books,3,343.77,9,2025-05-17
TXN-10223,South,Fitness,9,450.35,24,2025-03-20
TXN-10224,East,Home & Kitchen,13,126.32,7,2025-05-04
TXN-10225,North,Groceries,18,INVALID_PRICE,15,2025-05-27
TXN-10226,North,Apparel,6,66.79,2,2025-04-28
TXN-10227,South,Electronics,2,97.65,14,2025-04-04
TXN-10228,West,Groceries,5,238.71,150,2025-04-11
TXN-10229,South,Electronics,6,80.80,18,2025-03-22
TXN-10230,East,Books,3,17.56,29,2025-04-18
TXN-10231,North,Home & Kitchen,10,21.74,15,2025-04-27
TXN-10232,West,Books,13,282.75,6,2025-05-28
TXN-10233,East,Electronics,9,311.96,8,2025-05-31
TXN-10234,West,Fitness,1,100.68,0,2025-03-04
TXN-10235,East,Groceries,4,361.93,18,2025-04-27
TXN-10236,East,Books,20,458.64,27,2025-04-19
TXN-10237,East,Fitness,8,445.01,19,2025-04-21
TXN-10238,North,Home & Kitchen,7,338.63,11,2025-05-24
TXN-10239,North,Electronics,8,419.44,14,2025-05-20
TXN-10240,West,Fitness,3,386.83,0,2025-06-01
TXN-10241,West,Groceries,11,261.66,13,2025-03-29
TXN-10242,East,Groceries,1,28.66,21,2025-03-14
TXN-10243,North,Books,12,370.13,7,2025-04-11
TXN-10244,West,Home & Kitchen,20,98.42,29,2025-04-04
TXN-10245,East,Electronics,12,329.45,10,2025-05-06
TXN-10246,North,Fitness,4,423.74,15,2025-03-09
TXN-10247,West,Books,16,345.69,9,2025-03-09
TXN-10191,West,Home & Kitchen,11,486.55,29,2025-03-22
TXN-10249,North,Home & Kitchen,18,127.77,14,2025-04-10
TXN-10250,West,Fitness,12,259.72,29,2025-03-20
TXN-10251,South,Fitness,17,182.71,29,2025-04-13
TXN-10252,North,Groceries,12,147.20,2,2025-04-23
TXN-10253,East,Groceries,6,127.65,27,2025-04-26
TXN-10254,North,Groceries,5,189.35,23,2025-04-20
TXN-10255,West,Electronics,18,190.48,20,2025-05-09
TXN-10203,South,Home & Kitchen,8,32.36,21,2025-04-10
TXN-10257,South,Electronics,8,284.25,12,2025-05-17
TXN-10258,North,Home & Kitchen,1,104.31,29,2025-03-06
TXN-10259,North,Apparel,3,381.37,26,2025-03-06
TXN-10260,North,Books,5,474.90,21,2025-04-12
TXN-10261,North,Fitness,12,62.59,17,2025-05-26
TXN-10262,West,Electronics,16,246.79,6,2025-03-16
TXN-10263,East,Groceries,13,84.10,1,2025-05-02
TXN-10264,South,Books,6,316.49,11,2025-03-21
TXN-10265,South,Apparel,3,139.56,25,2025-03-09
TXN-10266,South,Groceries,11,219.10,2,2025-04-12
TXN-10267,East,Books,8,504.10,4,2025-04-25
TXN-10268,North,Books,7,35.26,26,2025-03-10
TXN-10269,West,Apparel,16,415.90,26,2025-04-01
TXN-10270,North,Books,19,488.17,5,2025-05-04
TXN-10271,North,Apparel,1,86.50,18,2025-05-06
TXN-10272,West,Electronics,4,482.37,16,2025-03-04
TXN-10273,North,Apparel,13,307.04,2,2025-05-25
TXN-10274,South,Books,3,213.75,17,2025-05-16
TXN-10275,East,Fitness,9,280.76,5,2025-03-19
TXN-10276,East,Groceries,16,243.87,19,2025-04-24
TXN-10277,North,Electronics,4,57.45,8,2025-05-07
TXN-10278,North,Fitness,8,325.76,17,2025-04-13
TXN-10279,South,Apparel,15,181.85,8,2025-05-04
TXN-10280,South,Home & Kitchen,18,324.97,15,2025-05-16
TXN-10281,East,Apparel,2,82.34,14,2025-03-06
TXN-10282,South,Electronics,3,395.14,150,2025-04-25
TXN-10283,East,Home & Kitchen,18,7.08,20,2025-03-11
TXN-10284,West,Fitness,4,405.03,10,2025-04-19
TXN-10285,South,Groceries,8,202.40,12,2025-05-05
TXN-10286,North,Fitness,11,126.67,26,2025-03-12
TXN-10287,South,Apparel,15,401.57,23,2025-03-22
TXN-10288,East,Electronics,19,290.16,13,2025-03-29
TXN-10289,North,Books,3,414.69,20,2025-04-24
TXN-10290,South,Home & Kitchen,17,474.38,17,2025-03-26
TXN-10291,East,Groceries,3,369.62,25,2025-03-10
TXN-10292,South,Groceries,15,206.70,23,2025-05-24
TXN-10293,North,Groceries,2,236.77,15,2025-05-29
TXN-10294,North,Fitness,6,499.73,24,2025-05-23
TXN-10295,North,Apparel,15,449.91,10,2025-04-24
TXN-10296,East,Fitness,9,444.89,9,2025-03-08
TXN-10297,South,Fitness,2,258.80,29,2025-05-29
TXN-10298,East,Home & Kitchen,10,320.26,1,2025-03-21
TXN-10299,North,Apparel,1,407.16,12,2025-05-27
TXN-10300,North,Electronics,14,34.58,7,2025-05-20
TXN-10301,South,Groceries,1,396.86,20,2025-03-16
TXN-10302,West,Groceries,6,278.62,19,2025-03-20
TXN-10303,East,Groceries,6,143.59,18,2025-05-07
TXN-10304,East,Books,20,405.95,29,2025-03-24
TXN-10305,East,Apparel,8,310.11,9,2025-04-14
TXN-10306,South,Fitness,16,308.84,1,2025-04-20
TXN-10307,South,Groceries,16,210.06,6,2025-04-26
TXN-10308,South,Home & Kitchen,11,261.36,19,2025-04-25
TXN-10309,North,Apparel,13,10.82,14,2025-05-08
TXN-10310,South,Groceries,7,113.78,1,2025-03-21
TXN-10311,East,Books,9,390.77,8,2025-03-31
TXN-10312,South,Home & Kitchen,1,71.20,21,2025-05-21
TXN-10313,North,Books,8,169.63,8,2025-06-01
TXN-10314,East,Books,1,408.67,6,2025-04-14
TXN-10315,South,Electronics,14,455.40,24,2025-04-27
TXN-10316,South,Fitness,10,27.79,11,2025-04-06
TXN-10317,East,Apparel,1,306.45,12,2025-06-01
TXN-10318,West,Groceries,19,486.39,2,2025-05-27
TXN-10319,East,Electronics,10,195.00,27,2025-05-24
TXN-10320,West,Home & Kitchen,2,174.85,15,2025-04-08
TXN-10321,South,Apparel,20,166.88,24,2025-04-22
TXN-10322,North,Groceries,8,392.06,16,2025-03-17
TXN-10323,West,Groceries,19,410.67,0,2025-04-18
TXN-10324,South,Apparel,10,443.21,5,2025-03-08
TXN-10325,North,Home & Kitchen,12,98.06,22,2025-05-27
TXN-10326,West,Groceries,12,162.36,7,2025-03-13
TXN-10327,North,Electronics,18,232.13,12,2025-06-01
TXN-10328,East,Electronics,5,250.56,17,2025-03-31
TXN-10329,South,Books,6,31.19,19,2025-03-25
TXN-10330,South,Books,10,474.09,8,2099-12-31
TXN-10331,East,Apparel,5,19.39,29,2025-04-15
TXN-10332,East,Apparel,1,291.25,5,2025-04-25
TXN-10333,North,Electronics,4,303.99,27,2025-05-21
TXN-10334,South,Fitness,20,436.78,13,2025-03-16
TXN-10335,South,Groceries,6,145.52,30,2025-04-21
TXN-10336,North,Groceries,5,99.05,7,2025-03-15
TXN-10337,West,Books,15,335.83,29,2025-03-05
TXN-10338,North,Electronics,17,317.86,6,2025-04-23
TXN-10339,South,Books,2,69.16,21,2025-04-17
TXN-10340,West,Apparel,15,131.10,4,2025-03-20
TXN-10341,East,Electronics,4,127.81,2,2099-12-31
TXN-10342,North,Fitness,10,244.23,17,2025-05-18
TXN-10343,West,Home & Kitchen,12,95.10,18,2025-05-04
TXN-10344,West,Apparel,13,312.70,9,2025-05-11
TXN-10345,East,Groceries,8,482.66,9,2025-03-05
TXN-10346,West,Electronics,8,459.73,5,2025-05-17
TXN-10347,South,Home & Kitchen,10,460.09,7,2025-05-14
TXN-10348,South,Apparel,10,240.55,5,2025-04-03
TXN-10349,West,Apparel,6,90.24,6,2025-05-13
TXN-10350,North,Home & Kitchen,16,473.39,11,2025-04-11
TXN-10351,North,Groceries,12,417.95,8,2025-05-27
TXN-10352,South,Home & Kitchen,17,97.94,5,2025-05-10
TXN-10353,East,Apparel,4,504.92,2,2025-04-09
TXN-10354,West,Home & Kitchen,3,99.78,8,2025-06-01
TXN-10355,North,Fitness,7,244.04,29,2025-04-16
TXN-10356,North,Electronics,19,353.24,13,2025-05-10
TXN-10357,East,Fitness,3,486.00,18,2025-05-21
TXN-10358,East,Fitness,10,132.06,6,2025-03-15
TXN-10359,South,Electronics,2,265.83,5,2025-03-11
TXN-10360,West,Apparel,9,277.89,6,2025-03-09
TXN-10361,East,Home & Kitchen,20,44.13,17,2025-03-25
TXN-10362,North,Fitness,20,145.68,29,2025-05-03
TXN-10363,West,Home & Kitchen,5,201.04,12,2025-04-23
TXN-10364,East,Groceries,11,361.58,27,2025-03-04
TXN-10365,North,Home & Kitchen,8,165.40,11,2025-04-05
TXN-10366,North,Apparel,8,450.92,6,2025-04-09
TXN-10367,North,Apparel,13,43.79,20,2025-05-23
TXN-10368,East,Groceries,4,235.23,13,2025-03-04
TXN-10369,East,Groceries,9,106.90,20,2025-05-11
TXN-10370,East,Apparel,16,367.66,30,2025-03-15
TXN-10371,East,Apparel,4,497.06,8,2025-06-01
TXN-10372,West,Home & Kitchen,9,352.36,6,2025-05-13
TXN-10373,East,Fitness,9,393.06,14,2025-04-20
TXN-10374,South,Electronics,16,319.01,19,2025-04-22
TXN-10375,East,Apparel,11,188.53,4,2025-04-02
TXN-10376,North,Books,19,199.90,14,2025-03-12
TXN-10377,East,Apparel,19,258.13,21,2025-04-10
TXN-10378,South,Groceries,8,396.58,13,2025-05-06
TXN-10379,South,Home & Kitchen,15,295.80,6,2025-04-22
TXN-10380,East,Apparel,20,239.25,15,2025-04-23
TXN-10381,West,Apparel,17,474.57,10,2025-04-29
TXN-10382,West,Electronics,1,13.95,23,2025-03-18
TXN-10383,North,Electronics,19,71.11,21,2025-05-31
TXN-10384,West,Home & Kitchen,15,33.46,26,2025-04-17
TXN-10385,North,Electronics,7,347.70,8,2025-05-18
TXN-10386,East,Apparel,18,298.25,21,2025-05-04
TXN-10387,South,Apparel,17,108.31,5,2025-03-18
TXN-10388,West,Groceries,15,490.55,9,2025-05-19
TXN-10389,North,Groceries,10,318.50,14,2025-05-12
TXN-10390,North,Electronics,4,242.43,5,2025-05-09
TXN-10391,West,Home & Kitchen,1,226.50,18,2025-05-09
TXN-10392,South,Fitness,16,190.39,17,2025-05-04
TXN-10393,East,Groceries,10,205.06,3,2025-04-21
TXN-10394,West,Groceries,2,481.69,30,2025-03-08
TXN-10395,West,Home & Kitchen,6,370.08,29,2025-05-21
TXN-10396,South,Groceries,17,442.50,3,2025-04-12
TXN-10397,South,Books,7,50.41,21,2025-05-09
TXN-10398,South,Home & Kitchen,4,421.86,17,2025-04-20
TXN-10399,South,Groceries,8,380.33,11,2025-05-10
TXN-10400,South,Home & Kitchen,15,366.97,11,2025-05-23
TXN-10401,East,Apparel,-2,438.58,4,2025-03-21
TXN-10402,East,Groceries,2,47.03,24,2025-03-24
TXN-10403,East,Electronics,2,138.37,9,2025-05-31
TXN-10404,North,Electronics,10,432.34,27,2025-04-13
TXN-10405,North,Home & Kitchen,19,315.53,27,2025-05-04
TXN-10406,North,Books,18,339.12,20,2025-05-06
TXN-10407,North,Groceries,7,261.19,7,2025-05-10
TXN-10408,North,Apparel,9,291.99,1,2025-04-11
TXN-10409,West,Electronics,4,110.43,29,2025-03-28
TXN-10071,South,Electronics,7,251.98,7,2025-06-01
TXN-10411,North,Fitness,14,355.81,11,2025-05-26
TXN-10412,West,Fitness,4,72.05,27,2025-05-10
TXN-10413,South,Home & Kitchen,6,414.12,26,2025-04-07
TXN-10414,East,Books,17,21.71,23,2099-12-31
TXN-10415,West,Apparel,19,188.24,27,2025-03-12
TXN-10416,West,Books,6,220.90,3,2025-04-27
TXN-10417,South,Home & Kitchen,14,161.94,28,2025-05-01
TXN-10418,East,Books,10,417.41,6,2025-04-21
TXN-10419,East,Home & Kitchen,10,299.09,20,2025-03-10
TXN-10420,East,Groceries,16,91.11,8,2025-04-10
TXN-10421,East,Apparel,10,177.65,12,2025-04-07
TXN-10422,South,Electronics,15,494.95,14,2025-05-23
TXN-10423,South,Books,10,231.32,18,2025-03-21
TXN-10424,North,Groceries,2,432.18,20,2025-04-14
TXN-10425,North,Books,3,485.72,6,2025-05-15
TXN-10426,East,Groceries,3,361.40,28,2025-05-15
TXN-10427,West,Fitness,13,242.15,7,2025-04-17
TXN-10428,North,Apparel,20,35.64,27,2025-04-07
TXN-10429,West,Books,15,484.84,6,2025-03-23
TXN-10430,West,Electronics,1,118.67,13,2025-05-09
TXN-10431,South,Home & Kitchen,19,16.03,20,2025-03-19
TXN-10432,East,Apparel,12,160.06,16,2025-04-29
TXN-10433,North,Fitness,13,45.65,20,2025-04-22
TXN-10434,North,Fitness,16,472.16,20,2025-05-01
TXN-10435,North,Electronics,4,65.82,1,2025-03-09
TXN-10436,North,Books,5,165.95,28,2025-05-04
TXN-10437,South,Books,16,451.30,13,2025-04-19
TXN-10438,South,Groceries,5,139.83,2,2025-04-19
TXN-10439,South,Fitness,7,192.33,23,2025-03-11
TXN-10440,North,Apparel,9,126.73,28,2025-04-17
TXN-10441,West,Books,15,389.34,12,2025-04-21
TXN-10442,North,Groceries,7,364.67,10,2025-03-19
TXN-10443,West,Electronics,18,47.39,16,2025-04-10
TXN-10444,North,Fitness,8,49.69,2,2025-03-10
TXN-10445,East,Electronics,1,223.71,15,2025-03-16
TXN-10446,North,Electronics,19,398.63,23,2025-04-05
TXN-10447,North,Fitness,19,457.61,24,2025-05-31
TXN-10448,South,Fitness,20,243.74,21,2025-03-06
TXN-10449,North,Books,6,123.03,23,2025-04-10
TXN-10450,North,Groceries,14,155.26,3,2025-03-18
TXN-10451,East,Groceries,2,116.33,20,2025-05-24
TXN-10452,West,Fitness,16,336.95,5,2025-03-10
TXN-10453,West,Books,11,150.02,20,2025-05-05
TXN-10454,East,Home & Kitchen,3,412.23,15,2025-03-10
TXN-10455,South,Apparel,5,44.78,25,2025-04-09
TXN-10456,East,Electronics,8,387.84,16,2025-06-01
TXN-10457,East,Electronics,20,66.07,24,2025-03-29
TXN-10458,West,Electronics,-2,375.88,17,2025-04-09
TXN-10459,East,Groceries,9,199.68,21,2025-03-25
TXN-10460,North,Groceries,12,365.54,15,2025-03-10
TXN-10461,East,Home & Kitchen,6,376.62,8,2025-04-21
TXN-10462,North,Electronics,17,16.22,18,2025-04-23
TXN-10463,South,Fitness,7,427.11,0,2025-05-25
TXN-10464,South,Apparel,10,234.27,7,2025-05-20
TXN-10465,North,Groceries,9,256.50,29,2025-04-25
TXN-10466,East,Fitness,15,471.68,18,2025-03-11
TXN-10467,East,Fitness,5,378.85,1,2025-05-28
TXN-10468,North,Groceries,18,188.94,16,2025-05-24
TXN-10469,East,Electronics,14,271.89,13,2025-05-20
TXN-10470,North,Apparel,9,398.82,8,2025-04-06
TXN-10471,West,Fitness,11,123.13,12,2025-03-15
TXN-10472,South,Groceries,10,338.17,5,2025-04-01
TXN-10473,South,Groceries,4,273.20,16,2025-04-18
TXN-10474,East,Groceries,9,82.44,6,2025-03-21
